Id;Book;URL;FullName;FirstName
1135;Time of Contempt;https://witcher.fandom.com/wiki/Skomlik;Skomlik;Skomlik
1136;Time of Contempt;https://witcher.fandom.com/wiki/Stahler;Stahler;Stahler
1137;Time of Contempt;https://witcher.fandom.com/wiki/Stefan_Skellen;Stefan Skellen;Stefan
1138;Time of Contempt;https://witcher.fandom.com/wiki/Stella_Congreve;Stella Congreve;Stella
1139;Time of Contempt;https://witcher.fandom.com/wiki/Talbot;Talbot;Talbot
1140;Time of Contempt;https://witcher.fandom.com/wiki/Tangerinka_Hofmeier;Tangerinka Hofmeier;Tangerinka
1141;Time of Contempt;https://witcher.fandom.com/wiki/Tissaia_de_Vries;Tissaia de Vries;Tissaia
1142;Time of Contempt;https://witcher.fandom.com/wiki/Torm_Akerspaark;Torm Akerspaark;Torm
1143;Time of Contempt;https://witcher.fandom.com/wiki/Toruviel;Toruviel;Toruviel
1144;Time of Contempt;https://witcher.fandom.com/wiki/Toublanc_Michelet;Toublanc Michelet;Toublanc
1145;Time of Contempt;https://witcher.fandom.com/wiki/Triss_Merigold;Triss Merigold;Triss
1146;Time of Contempt;https://witcher.fandom.com/wiki/Two_Tusks;Two Tusks;Two
1147;Time of Contempt;https://witcher.fandom.com/wiki/Valia_Akerspaark;Valia Akerspaark;Valia
1148;Time of Contempt;https://witcher.fandom.com/wiki/Vattier_de_Rideaux;Vattier de Rideaux;Vattier
1149;Time of Contempt;https://witcher.fandom.com/wiki/Venzlav;Venzlav;Venzlav
1150;Time of Contempt;https://witcher.fandom.com/wiki/Vercta;Vercta;Vercta
1151;Time of Contempt;https://witcher.fandom.com/wiki/Vesemir;Vesemir;Vesemir
1152;Time of Contempt;https://witcher.fandom.com/wiki/Vilgefortz;Vilgefortz;Vilgefortz
1153;Time of Contempt;https://witcher.fandom.com/wiki/Villis;Villis;Villis
1154;Time of Contempt;https://witcher.fandom.com/wiki/Vissegerd;Vissegerd;Vissegerd
1155;Time of Contempt;https://witcher.fandom.com/wiki/Vizimir_II;Vizimir II;Vizimir II
1156;Time of Contempt;https://witcher.fandom.com/wiki/Voymir_(Redanian);Voymir;Voymir
1157;Time of Contempt;https://witcher.fandom.com/wiki/Wilfli;Wilfli;Wilfli
1158;Time of Contempt;https://witcher.fandom.com/wiki/Willemer;Willemer;Willemer
1159;Time of Contempt;https://witcher.fandom.com/wiki/Xarthisius;Xarthisius;Xarthisius
1160;Time of Contempt;https://witcher.fandom.com/wiki/Yaevinn;Yaevinn;Yaevinn
1161;Time of Contempt;https://witcher.fandom.com/wiki/Yanna_of_Murivel;Yanna of Murivel;Yanna
1162;Time of Contempt;https://witcher.fandom.com/wiki/Yarpen_Zigrin;Yarpen Zigrin;Yarpen
1163;Time of Contempt;https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg;Yennefer of Vengerberg;Yennefer
1164;Time of Contempt;https://witcher.fandom.com/wiki/Yiolenta_Suarez;Yiolenta Suarez;Yiolenta
1165;Time of Contempt;https://witcher.fandom.com/wiki/Zyvik;Zyvik;Zyvik
