;Book;Sentence;Entities;CharacterEntities
1769;The Last Wish;The witcher was sure that it was not Duke Hereward who was chasing him out, but Falwick and his like.;['Duke Hereward', 'Falwick'];['Falwick']
1770;The Last Wish;The knight turned to Nenneke, bowed with respect and began to speak.;['Nenneke'];['Nenneke']
1773;The Last Wish;But Geralt knew Falwick was lying through his teeth.;['Geralt', 'Falwick'];['Geralt', 'Falwick']
1777;The Last Wish;The wizards are rebelling and writing petitions, the druids are threatening-' 'I don't see why Geralt should bear the consequences of the unruliness of local wizards and druids,' interrupted the priestess.;['Geralt'];['Geralt']
1778;The Last Wish;'Since when has Hereward been interested in either's opinion?';['Hereward'];['Hereward']
1780;The Last Wish;Falwick stiffened.;['Falwick'];['Falwick']
1781;The Last Wish;'Have I not made myself sufficiently clear, venerable Nenneke?;['Nenneke'];['Nenneke']
1782;The Last Wish;I will make it so clear as can't be clearer: neither the prince nor the Chapter of the Order will tolerate the presence of this witcher, Geralt, the Butcher of Blaviken, in Ellander for one more day.';['Chapter of the Order', 'Geralt', 'Blaviken', 'one more day'];['Geralt']
1786;The Last Wish;And I, Nenneke, the high priestess of Melitele, will not tolerate your presence on temple grounds a minute longer, sirs!';['Nenneke', 'Melitele'];['Nenneke']
1787;The Last Wish;'Sir Falwick,' the witcher said quietly, 'listen to the voice of reason.;['Falwick'];['Falwick']
1790;The Last Wish;No, Nenneke, don't say anything, please.;['Nenneke'];['Nenneke']
1795;The Last Wish;The priestess spoke before Falwick could react.;['Falwick'];['Falwick']
1801;The Last Wish;Tell that to his wife, the noble Ermellia, adding that if she wants to continue receiving an uninterrupted supply of aphrodisiacs from my pharmacy, she'd better calm her duke down.;['Ermellia'];['Ermellia']
1808;The Last Wish;And I, a Knight of the White Rose-' 'Shut up, you brat,' interrupted Geralt, smiling nastily.;['Shut', 'Geralt'];['Geralt']
1814;The Last Wish;'Sir Falwick,' said Geralt, not ceasing to smile.;['Falwick', 'Geralt'];['Falwick', 'Geralt']
1822;The Last Wish;'You've dropped something, son,' Nenneke said calmly.;['Nenneke'];['Nenneke']
1825;The Last Wish;Falwick, take that fool from here or this will end in grief.;['Falwick'];['Falwick']
1826;The Last Wish;You know what you're to tell Hereward.;['Hereward'];['Hereward']
1830;The Last Wish;Falwick, restraining the enraged Tallies with an iron grip, bowed, his armour clattering.;['Falwick', 'Tallies'];['Falwick']
1833;The Last Wish;Falwick threw his crimson cloak over his shoulders.;['Falwick'];['Falwick']
1834;The Last Wish;'This wasn't our last visit, venerable Nenneke,' he said.;['Nenneke'];['Nenneke']
1840;The Last Wish;Three-year-old Dragomir, fisherman Trigla's son, who was sitting on the hut's threshold doing his best to make dirtier an already dirty shirt, started to scream as he fixed his tearful eyes on the passing rider.;['Three-year-old', 'Dragomir', 'Trigla'];['Dragomir', 'Trigla']
1846;The Last Wish;Geralt picked up his pace.;['Geralt'];['Geralt']
1850;The Last Wish;Geralt jumped from the saddle, adjusted the sword on his back and threw the reins over the wooden barrier.;['Geralt'];['Geralt']
1856;The Last Wish;Geralt entered.;['Geralt'];['Geralt']
1859;The Last Wish;Is that you, Geralt?;['Geralt'];['Geralt']
1868;The Last Wish;Greetings, Geralt.';['Geralt'];['Geralt']
1869;The Last Wish;'Greetings, Caldemeyn.';['Caldemeyn'];['Caldemeyn']
1871;The Last Wish;'You haven't been here for a good two years, Geralt.;['a good two years', 'Geralt'];['Geralt']
1877;The Last Wish;Sit down, Geralt, sit down.;['Geralt'];['Geralt']
1883;The Last Wish;Geralt threw the horse-blanket aside.;['Geralt'];['Geralt']
1886;The Last Wish;'By all the gods, Geralt!;['Geralt'];['Geralt']
1890;The Last Wish;Caldemeyn shifted from foot to foot, looking at the spidery shape with its dry black skin, that glassy eye with its vertical pupil, the needle-like fangs in the bloody jaws.;['Caldemeyn'];['Caldemeyn']
1900;The Last Wish;Cover it up, Geralt.;['Geralt'];['Geralt']
1911;The Last Wish;'It's hard for me to make a living on main roads,Caldemeyn.';['Caldemeyn'];['Caldemeyn']
1942;The Last Wish;But don't do it in front of Libushe.;['Libushe'];['Libushe']
1950;The Last Wish;Hey, Karelka, Borg, Carrypebble!;['Karelka', 'Borg'];['Karelka', 'Borg']
1953;The Last Wish;'Carrypebble,' said Caldemeyn.;['Caldemeyn'];['Caldemeyn']
1960;The Last Wish;Caldemeyn slapped his forehead with his open palm.;['Caldemeyn'];['Caldemeyn']
1962;The Last Wish;Listen, Geralt, maybe our local wizard will spare you something for that carcass.;['Geralt'];['Geralt']
1969;The Last Wish;A powerful magus, Geralt, you'll see that from his very appearance.';['Geralt'];['Geralt']
1970;The Last Wish;'I doubt whether a powerful magus will pay for a kikimora,' Geralt grimaced.;['Geralt'];['Geralt']
1979;The Last Wish;'Very well, Caldemeyn.;['Caldemeyn'];['Caldemeyn']
1987;The Last Wish;'He's renovated it, I see,' remarked Geralt.;['Geralt'];['Geralt']
1988;The Last Wish;'With spells, or did he have you working at it?' 'Spells, chiefly.' 'What's he like, this Irion?' 'Decent.;['Irion'];['Irion']
1993;The Last Wish;Caldemeyn, obviously well-versed with the workings of its mechanics, approached, cleared his throat and recited:;['Caldemeyn'];['Caldemeyn']
1995;The Last Wish;With him greets you, Witcher Geralt, with respect to the same case.';['Geralt'];['Geralt']
1999;The Last Wish;Caldemeyn waddled on the spot and looked at Geralt.;['Caldemeyn', 'Geralt'];['Caldemeyn', 'Geralt']
2003;The Last Wish;'Go, my good-' 'I'm not a good person,' Geralt broke in loudly.;['Geralt'];['Geralt']
2006;The Last Wish;Master Irion does not have to honour me with conversation, does not have to receive me, if that is his will.;['Irion'];['Irion']
2009;The Last Wish;'Geralt,' the alderman said quietly.;['Geralt'];['Geralt']
2011;The Last Wish;but I'm going to have to-' 'Let's go, Caldemeyn.;['Caldemeyn'];['Caldemeyn']
2014;The Last Wish;'Geralt, is that really you?';['Geralt'];['Geralt']
2023;The Last Wish;I want to talk to you, Geralt.;['Geralt'];['Geralt']
2027;The Last Wish;Caldemeyn waved the matter aside.;['Caldemeyn'];['Caldemeyn']
2028;The Last Wish;'Take care, Geralt.;['Geralt'];['Geralt']
2042;The Last Wish;Geralt looked down and discovered that he was up to his knees in thyme.;['Geralt', 'thyme'];['Geralt']
2043;The Last Wish;'Well, come on, Geralt,' said the voice.;['Geralt'];['Geralt']
2051;The Last Wish;Geralt was surprised.;['Geralt'];['Geralt']
2053;The Last Wish;But Stregobor always looked as, according to every rule and notion, a wizard should look.;['Stregobor'];['Stregobor']
2056;The Last Wish;None of the wizards Geralt knew looked like Stregobor.;['Geralt', 'Stregobor'];['Geralt', 'Stregobor']
2057;The Last Wish;Most surprising of all was that Stregobor was, indeed, a wizard.;['Stregobor'];['Stregobor']
2060;The Last Wish;'Is that an illusion, too?' asked Geralt, watching the sway.;['Geralt'];['Geralt']
2066;The Last Wish;What are you doing here, Geralt?;['Geralt'];['Geralt']
2091;The Last Wish;Geralt grimaced.;['Geralt'];['Geralt']
2103;The Last Wish;'Stregobor,' said Geralt, 'that's the way of the world.;['Geralt'];['Geralt']
2105;The Last Wish;Two peasants kill each other over a field which, the following day, will be trampled flat by two counts and their retinues trying to kill each other off.;['Two', 'two'];['Two']
2115;The Last Wish;'Our last meeting,' said Geralt, 'was in the court of King Idi of Kovir.;['Geralt', 'King Idi of Kovir'];['Geralt']
2117;The Last Wish;You and your compatriot Zavist vied with each other to call me a charlatan, a thoughtless murdering machine and a scavenger.;['Zavist'];['Zavist']
2125;The Last Wish;Geralt laughed.;['Geralt'];['Geralt']
2146;The Last Wish;'You can have your reservations about Eltibald's theories, about how the predictions were interpreted.;['Eltibald'];['Eltibald']
2151;The Last Wish;'Geralt, what we found inside the skull and marrow could not be described.;['Geralt'];['Geralt']
2167;The Last Wish;'You can say that about any woman,' sneered Geralt.;['Geralt'];['Geralt']
2191;The Last Wish;All right,' said Stregobor after a long silence.;['Stregobor'];['Stregobor']
2212;The Last Wish;Silvena, the lady of Narok, whom we never managed to get close to because she gained power so quickly.;['Silvena', 'Narok'];['Silvena']
2214;The Last Wish;Fialka, Evermir's daughter, escaped her tower using a home-made rope and is now terrorising North Velhad.;['Fialka', 'Evermir', 'North Velhad'];['Fialka', 'Evermir']
2219;The Last Wish;'In Yamurlak, for instance, old man Abrad reigns.;['Yamurlak', 'Abrad'];['Abrad']
2234;The Last Wish;The wife of Fredefalk, the Prince of Creyden, was Aridea, a wise, educated woman.;['Fredefalk', 'Creyden', 'Aridea'];['Fredefalk', 'Aridea']
2238;The Last Wish;Aridea quite often turned to the Mirror-' 'With the usual question, I take it,' interrupted Geralt. ';['Geralt'];['Geralt']
2243;The Last Wish;And the Mirror answered her questions by predicting a horrible death for her and for a great number of others by the hand, or fault, of Fredefalk's daughter from his first marriage.;['Mirror', 'Fredefalk', 'first'];['Fredefalk']
2245;The Last Wish;I don't have to add that Fredefalk's first-born daughter was born shortly after the eclipse.;['Fredefalk', 'first'];['Fredefalk']
2249;The Last Wish;I went to Aridea with the news because Fredefalk's daughter meant the world to him.;['Aridea', 'Fredefalk'];['Aridea', 'Fredefalk']
2250;The Last Wish;Aridea, as I said, wasn't stupid-' 'Of course,' Geralt interrupted again, 'and no doubt she wasn't head-over-heels in love with her stepdaughter.;['Geralt'];['Geralt']
2256;The Last Wish;'I wanted to isolate her, but Aridea decided otherwise.;['Aridea'];['Aridea']
2261;The Last Wish;'If you think I feel sorry for him,' muttered Geralt, 'then you're wrong.';['Geralt'];['Geralt']
2262;The Last Wish;We organised a manhunt,' continued Stregobor, 'but all traces of the little one had disappeared.;['Stregobor'];['Stregobor']
2263;The Last Wish;I had to leave Creyden in a hurry because Fredefalk was beginning to suspect something, Then, four years later I received news from Aridea.;['Creyden', 'Fredefalk', 'four years later', 'Aridea'];['Fredefalk', 'Aridea']
2266;The Last Wish;Several times Aridea hired assassins, but none of them returned.;['Aridea'];['Aridea']
2269;The Last Wish;I was summoned, and arrived in Creyden secretly, only to learn that someone had poisoned Aridea.;['Creyden', 'Aridea'];['Aridea']
2270;The Last Wish;It was generally believed that it was the work of Fredefalk, who had found himself a younger, more robust mistress -;['Fredefalk'];['Fredefalk']
2271;The Last Wish;but I think it was Renfri.';['Renfri'];['Renfri']
2272;The Last Wish;'Renfri?';['Renfri'];['Renfri']
2274;The Last Wish;I said she'd poisoned Aridea.;['Aridea'];['Aridea']
2275;The Last Wish;Shortly afterwards Prince Fredefalk died in a strange hunting accident, and Aridea's eldest son disappeared without a word.;['Prince Fredefalk', 'Aridea'];['Aridea']
2285;The Last Wish;I tell you, Geralt, I had barely managed to utter a curse - and my hands were shaking like anything - when that wildcat flew at me with a sword.;['Geralt'];['Geralt']
2288;The Last Wish;'Shabby work,' commented Geralt.;['Shabby', 'Geralt'];['Geralt']
2329;The Last Wish;Geralt, I don't have anywhere else to run.;['Geralt'];['Geralt']
2372;The Last Wish;'Geralt,' said Stregobor, 'when we were listening to Eltibald, many of us had doubts.;['Geralt', 'Stregobor', 'Eltibald'];['Geralt', 'Stregobor', 'Eltibald']
2375;The Last Wish;'Evil is evil, Stregobor,' said the witcher seriously as he got up.;['Stregobor'];['Stregobor']
2392;The Last Wish;'Exert your memory, friend,' Caldemeyn said to the innkeeper, leaning across the counter in order to be heard over the din.;['Exert', 'Caldemeyn'];['Caldemeyn']
2405;The Last Wish;'I'll go in alone,' said Geralt.;['Geralt'];['Geralt']
2412;The Last Wish;Geralt drew aside the curtain -stiff and sticky with dirt - which hid the entrance to the alcove.;['Geralt'];['Geralt']
2418;The Last Wish;Two identical figures stood up - identical motionless faces and fair, dishevelled, shoulder-length hair, identical tight-fitting black outfits glistening with silver ornaments.;['Two'];['Two']
2420;The Last Wish;'Keep calm, Vyr.;['Vyr'];['Vyr']
2421;The Last Wish;Sit down, Nimir,' said the man with the scar, leaning his elbows on the table.;['Nimir'];['Nimir']
2427;The Last Wish;'D'you know him, Nohorn?' 'No,' said the man with the scar.;['Nohorn'];['Nohorn']
2428;The Last Wish;'It's some albino,' giggled a slim, dark-haired man sitting next to Nohorn.;['Nohorn'];['Nohorn']
2432;The Last Wish;'I've seen him somewhere before,' said a stocky, weatherbeaten man with a plait, measuring Geralt with an evil look in his narrowed eyes.;['Geralt'];['Geralt']
2433;The Last Wish;'Doesn't matter where you've seen him, Tavik,' said Nohorn.;['Tavik', 'Nohorn'];['Tavik', 'Nohorn']
2440;The Last Wish;'Keep calm, Fifteen,' said Nohorn.;['Fifteen', 'Nohorn'];['Fifteen', 'Nohorn']
2448;The Last Wish;Renfri.';['Renfri'];['Renfri']
2450;The Last Wish;Nohorn looked around at his companions.;['Nohorn'];['Nohorn']
2451;The Last Wish;'He wants to see Renfri.;['Renfri'];['Renfri']
2453;The Last Wish;'No.' Nohorn raised his head and looked at the twins as they took a step forward, the silver clasps on their high boots jangling.;['Nohorn'];['Nohorn']
2456;The Last Wish;'What's that you're mumbling, Tavik?' 'In front of the alderman's house.;['Tavik'];['Tavik']
2460;The Last Wish;Fifteen asked.;['Fifteen'];['Fifteen']
2461;The Last Wish;'Eh? Civril?' 'A hired magician,' said the half-elf.;['Civril', 'half'];['Civril']
2466;The Last Wish;'We don't like magicians,' screeched Tavik, not taking his narrowed eyes off Geralt.;['Tavik', 'Geralt'];['Tavik', 'Geralt']
2467;The Last Wish;'It seems to me, Civril, that we're going to have more work in this hole than we thought.;['Civril'];['Civril']
2473;The Last Wish;A bit more tolerance, if you please,' said Geralt, calmly, 'as I see your mother must have wandered off through the forest alone often enough to give you good reason to wonder where you come from yourself.';['Geralt'];['Geralt']
2477;The Last Wish;Geralt grew a little pale and tightened his lips.;['Geralt'];['Geralt']
2482;The Last Wish;Are you going outside with Civril?;['Civril'];['Civril']
2485;The Last Wish;'Shitty coward,' snorted Tavik.;['Tavik'];['Tavik']
2486;The Last Wish;'What did he say about Civril's mother?';['Civril'];['Civril']
2487;The Last Wish;Nohorn continued monotonously, resting his chin on his clasped hands.;['Nohorn'];['Nohorn']
2490;The Last Wish;Hey, Fifteen, is it right to listen to some straggler insulting a companion's mother?;['Fifteen'];['Fifteen']
2492;The Last Wish;Fifteen got up willingly, undid his sword and threw it on the table.;['Fifteen'];['Fifteen']
